term,estimate,std_error,t_value,p_value
(Intercept),1.8373386832688063,1.6964787482538761,1.0830307689736238,0.2788055104870767
agriculture_workers,-0.033572673236573744,0.007807567159606474,-4.300017220507125,1.7145016068223174e-5
services_workers,-0.007076635102961968,0.008594790600933842,-0.8233632942951602,0.41030950884138584
unemployed,-0.054612468556490275,0.023888138252211876,-2.2861751711200657,0.022252576100936176
var_older_te,0.024759261885652275,0.03771448117469322,0.6564921779241121,0.5115137142935038
var_younger_te,0.14702764541251276,0.05018843216674734,2.9295126200400983,0.003398095218546599
population_log,0.4169389387520795,0.10775511536139214,3.8693192184309577,1.0942446479392075e-4
public_services,0.14009312307333274,0.09583800564581069,1.4617700162822258,0.14381717222087476
degurba,-0.8307698634392728,0.37565725993334115,-2.2115102037072027,0.027009795751611186
